teks,topik_tag
baca kutip biografi ikut 1 albert einstein orang ilmian hebat abad 20 2 cendikiawan lahir tahun 1879 tanding panjang zaman 3 teori kenal kontroversi teori relativitas 4 mantap beri percaya jabat tiga jabat waktu sama jerman mahaguru universitas lin direktur lembaga fisika kaisar wilhelm anggota akademi ilmu tahu prusia 5 jabat jabat sebut pengaruh tetap laku lidi lidi mantap ilmu patut teladan tokoh albert einstein baca sebut dapat kalimat nomor 2 3 4 5,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip biografi ikut amir hamzah mulai syair usia belia duduk bangku ams puisi puisi muat majalah timbul pardi pustaka amir hamzah terus tulis hingga jadi mahasuswa sekolah hakim tinggi jakarta amir hamzah dapat juluk raja sair pujangga baru h yasin amir hamzah sair sangat produktif istimewa tokoh kutip biografi sebut mulai sair pada usia muda puisi telah muat di majalah timbul duduk di bangku ams dapat juluk raja sair pujanggan baru,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip biografi ikut bu kasur arang lagu anak anak legendaris tokoh didik anak nama asli sandiah tahun 1950 an sama pak kasur asuh siar anak anak rri tvri diri tahun 1962 asuh acara rupa arena anak anak kenal tanah air atas jasa didik anak anak ibu kasur terima jumlah harga tahujn 1992 1988 perintah ri 1976 harga perintah italia istimewa tokoh kutip biograafi sebut arang lagu anak anak legendaris asuh acara anak anak di rri asuh acara arena anak anak dan kenal tanah air di tvri terima jumlah harga dari perintah ri dan italia,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip biografi ikut bung hatta sangat aktif laksana tugas bendahara suatu kumpul pemuda sumatera padang nama jong sumatranen bond aktif gera daerah pikir penderiitaan rakyat akibat jajah teladan kutip biografi bung hatta aktif di organisasi daerah dan laksana tugas negara dengan baik organisasi yang ikut adalah jong sumatranen bond selalu pikir derita rakyat aktif organ dan pikir rakyat yang derita,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip biografi ikut masa kecil remaja sby susili bambang yudhoyono presiden 6 republik indonesia nang seni sempat tekun seni lukis main teater band wayang orang rajin tulis cerpen sempat kirim majalah anak anak suka olahraga bola volli beladiri beladiri sendiri hingga rutin laku ensiklopedia anak nasional pt data pamungkas 2005 hlm 10 teladan tokoh sebut teladan tokoh sebut biografi sambal kerja jadi presiden bisa sambil main wayang dan teater senang olahraga dan main teater suatu padu yang sangan bagus ajar seni dan olahraga tidak perlu tuntas yang penting dapat ikut tekun ajar bagai seni olahraga pada masa kecil dan remaja,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip biografi ikut masa kecil remaja sby susilo bambang yudhoyono presiden 6 republik indonesia nang nia sempat tekun seni lukis main teater band wayang orang rajin tulis puisi cerpen kirim majalah anak anak suka olahraga bola voli bela diri beladiri sendiri hingga rutin dilaksanakanya eksiklopedia anak nasional pt data pamungkas 2005 10 teladan tokoh sebut sambil kerja jadi presiden bisa sambil main wayang golek senang olahraga dan main teater padu yang sangat bagus ajar seni dan olahraga tidak perlu tuntas yang penting dapat ikut tekun ajar brebagai seni olahraga pada masa kecil dan remaja,"['biografi', 'menulis_biografi']"
baca kutip biografi ikut saksama j habibie lahir parepare sulawesi selatan 25 juni 1936 beliau selesai studi fakultas teknik itb bandung tahun 1954 1955 beliau lalu lanjut studi aachen jerman barat beliau oleh gelar dipl ing diploma ingenieur bagi mesin konstruksi pesawat terbang angka rata rata 9 5 adapun angka rata rata beliau raih gelar doktor ing 10 istimewa tokoh kutip biografi sebut lahir di parepare sulawesi selatan 25 juni 1936 selesai studi di fakultas teknik itb bandung lanjut studi di jerman barat hingga gelar dip ing angka rata rata dalam raih gelar doktor ing adalah 10,['biografi']
baca kutip biografi ikut saksama siapa kenal steve jobs banyak kalang sebut maestro teknologi jadi legenda apple sekaligus diri apple kiprah karier steve jobs sangat pukau inovasi hasil produk produk teknologi usung apple isi kutip biografi sebut kisah hidup steve jobs dalam dunia teknologi kiprah da karier steve jobs sangat pukau legenda hidup steve jobs steve jobs rupa maestro teknologi yang sangat pukau,['biografi']
baca kutip biografi ikut saksama sisingamangaraja xii rupa salah satu pahlawan nasional indonesia gigih perang lawan jajah beliau rupa pahlawan sekaligus orang raja toba sumatera utara ada beliau buat jajah belanda waktu usaha jajah indonesia kewalahan orang raja beliau mau wilayah merdeka makmur jadi kawasan jajah hilang merdeka tepat teladan tokoh kutip biografi sebut salah satu pahlawan nasional indonesia yang gigih lawan jajah pahlawan sekaligus orang raja dari toba sumatera utara buat jajah belanda kewalahan tidak mau wilayah jadi kawasan jajah,['biografi']
baca kutip biografi ikut seksama prof dr fuad hassan lahir semarang 26 juni 1929 beliau banyak kecimpung dunia didik mantan jabat negara milik prinsip hidup buat terus terus baik diri sendiri orang seta selalu brupaya jangan henti produktif prinsip sebut bukti jalan hidup tiada henti baca tulis buku anggap rupa salah satu sarana emansipasi intelektual kultural sifat tokoh teladan teks sebut fuad hassan orang professor fuad hassan mantan jabat negara fuad hassan milik prinsip hidup yang lebih baik fuad hassan kecimpung di dunia didik,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip biografi ikut seksama stephen hawlieng ahli fisika muka inggris kenal sabagai ilmu jenius sejajar galileo galilei isaac newton albert einstein tubuh lumpuh total akibat sakit amytrophic lateral sclerosis als sakit lou gehrig guna kursi roda lengkap computer bekomunikasi jadi kenal teori baru lubang hitam black hole anak orang dokter sejak kecil tunjuk jenius suka cipta main main rumit istimewa tokoh kutip biografi sebut dapat cipta main yang rumit cerdas luar biasa walaupun fisik lumpuh sejajar dengan ilmu ilmu dahulu dapat komunikasi dengan guna kursi roda,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip biografi tokoh ikut ulet orang wartawan muda ki hajar dewantara aktif organisasi sosial politik padan tahun 1908 aktif seksi propaganada boedi oetomo sosialisasi gugah sadar masyarakat indonesia kena penting satu satu bangsa negara kemudian sama douwes dekker dr danudirja setyabudhi dr cipto mangoenkuesoemo diri indische pertij partai politik pertama alir nasionalisme indonesia tanggal 25 desember 1912 tuju capai indonesia merdeka istimewa tokoh kutip biografi sebut pilih jadi wartawan bagai jalan hidup hidup warna juang dan abdi diri partai politik pertama alir nasionalisme aktif di seksi propaganda boedi oetomo,"['biografi', 'kutipan_biografi', 'pahlawan', 'tokoh_dalam_biografi']"
baca kutip cerita anak ikut ayah bukan tak mampu beli motor kata apa kmau sekolah sama ayah reno bisu kamu kan cukup umur kendara motor lanjut konflik kutip cerita anak sebut ayah tak mampu memberli motor reno tidak suka kendara motor ayah tidak tuju reno beli motor reno belum cukup umur saat ini,"['cerita_anak', 'konflik_cerita', 'konflik_teks', 'kutipan_teks', 'unsur_cerita']"
baca kutip cerita bawah ada sulit gelisah lekas lekas buat tahu sulit sulit mampu rebut senjata serdadu awal tembak kemudian lari diri bukti tokoh cerita atas watak sabar dapat kalimat satu dua tiga empat,['tokoh']
baca kutip cerita ikut aku herean kau diam her padahal jelas jelas jono fitnah geram dorman lihat sikap herman tetap tenang hadap jono jelas tuduh gelap uang koperasi biar saja dulu biar jono puas lampias asa hati jawab herman coba beri alas dorman ah dasar jono tahu diri kerja cari cari salah orang pilih jadi ketua koperasi tanda jangan kau lanjut jelas uang jono herman coba batas bicara dorman konflik jadi kutip cerita marah jono kepada dorman masalah uang sabar herman hadap laku dorman ketidaksengajaan jono hadap urus koperasi angkuh herman buat jono fitnah,"['cerpen', 'kalimat', 'kalimat_efektif', 'kutipan_pesan', 'kutipan_teks', 'latar', 'latar_percakapan', 'perbaikan_kalimat', 'percakapan', 'tokoh_cerpen', 'ulasan', 'ulasan_kalimat']"
baca kutip cerita ikut aku herean kau diam her padahal jelas jelas jono fitnah geram dorman lihat sikap herman tetap tenang hadap jono jelas tuduh gelap uang koperasi biar saja dulu biar jono puas lampias asa hati jawab herman coba beri alas dorman ah dasar jono tahu diri kerja cari cari salah orang pilih jadi ketua koperasi tanda jangan kau lanjut jelas uang jono herman coba batas bicara dorman watak tokoh herman marah sabar bohong fitnah,"['cerpen', 'kalimat', 'kalimat_efektif', 'kutipan_pesan', 'kutipan_teks', 'latar', 'latar_percakapan', 'perbaikan_kalimat', 'percakapan', 'tokoh_cerpen', 'ulasan', 'ulasan_kalimat']"
baca kutip cerita ikut hari hari mercy jalan suatu hari berpapsan pemuda lapar pakai compang camping aku minta sedikit makan aku sangat lapar tiga hari aku sakit kerja dapat makan tak orang mau tolong iba pemuda sebut mercy tatap pemuda depan seperti memang sangat lapar mercy tatap pemuda dipan lalu beri bekal terima kasih gadis baik hari kalu tahu mana kau hendak pergi tanya pemuda sebut watak mercy dasar kutip cerita atas tolong ingin dapat puji maaf sombong,['cerita']
baca kutip cerita ikut suminah ingat suara anak titin ibu memang egois apa besar salah bu ibu memafkan lanjut titin titin benar suminah orang anak darah daging snediri tega sakit orang tua sendiri ibu hilang orang sekaligus ibu benci kang sapar titin terus rajuk akhir hari suminah luluh atas rajuk titin konflik dapat kutip cerita sebut suminah sangat kenal hadap buat kang sapar suminah hasil rang nafsu atas rajuk titin suminah ragu akan maaf atau tidak buat buruk anak suminah akan maaf perbuatann buruk kkang sapar jika pulang,"['cerita', 'cerpen']"
baca kutip cerita ikut tatkala matahari condong barat said minta diri sahabaynya pulang lupa said undang makan rumah besok siang beri carik kertas besok siang beri carik kertas teman pergi ibu kota ikan kertas tentara kau temu sana antar rumah latar waktu tempat kutip cerita sebut siang hari di rumah sahabat siang hari di istana said sore hari di rumah sahabat malam hari di istana said,"['cerita', 'cerpen', 'latar_waktu', 'unsur_cerpen']"
baca kutip cerita ikut tembak pertama gang jakarta pecah sunyi pagi guru isa sedang jalan kaki tuju sekolah tanah abang lintas masuk pikir rasa was was keselamatann istri anak ah fatimah hati hati pikir kemudian aku suruh jangan keluar rumah konflik dapat kutip cerita sebut tembak pecah sunyi guru isa jalan kaki tuju sekolah guru isa waswas tentang selamat istri dan anak guru isa suruh istri dan anak tidak keluar rumah,['cerita']
baca kutip cerpen bawah duduk bawah tugu orang kota sejati aku kan sapu tangan tumput biar pantolan tropikal pakai kotor kemudian aku pandang makan nyala sigaret tempat rindang matahari panas terik hujan pagi nugroho notosusanto latar waktu kutip cerpen sebut pagi hari siang hari sore hari malam hari,['cerpen']
baca kutip cerpen ikut 1 pagi dian duduk kursi roda hadap buah meja 2 atas meja mesin tik 3 tak pernah kecil hati meski karya sering kembali media massa 4 milik semangat besar meski dua kaki patah akibat celaka sepeda motor bukti watak tokoh ana gigih dapat kalimat nomor 1 2 3 4,"['cerpen', 'kutipan_cerpen', 'pewatakan', 'watak_tokoh']"
baca kutip cerpen ikut cuaca jakarta asai mendung uang setia iring hjan matahari lebih tengah hari delta diri depan jendela kamar buka tatap langit tekah susur airya bumi beri wajah kena tempias hujan kuat ibu hadap hidup ayas nama cinta anak anak tinggal buat delta yakin ibu sumber cinta teladan hidup latar kutip verpen sebut pagi hari di jendela siang hari ke kamar sore hari di jendela siang hari di rumah,['cerpen']
baca kutip cerpen ikut saksama 1 tanam dulu biji sini kata sali kais tanah bawah ujung jari kaki pupuk siram kali hari pagi sore 2 kuncup mulai nyemi hampir aku jingkrak jingkrak tari lantar besar hati 3 usap batang pepaya 4 tiba tiba mata kaca kaca suara jadi keruh aku bapak asuh sejak bayi hingga besar sekat saat lalu tambah sekarang begini ada tebang bacok gorok roboh tak semena mena bukti sali sayang pepaya tunjuk kalimat nomor 1 2 3 4,['cerpen']
baca kutip cerpen ikut saksama kemudian kerja 1 cuaca cerah 2 angin pantai embus sepoi sepoi 3 sebentar matahari tenggelam adu 4 tiba tiba aku sentuh ujung jari 5 kesiap tatap mata akan kata tulus cinta pada hati makin debar latar waktu senja cerpen sebut tunjuk nomor 1 2 3 4,['cerpen']
baca kutip cerpen ikut saksama kemudian kerja 1 cuaca cerah 2 angin pantai embus sepoi sepoi 3 sebentar matahari tenggelam adu 4 tiba tiba aku sentuh ujung jari 5 kesiap tatap mata akan kata tulus cinta pada hati makin debar sudut pandang arang cerpen sebut orang pertama laku utama orang pertama laku samping orang tiga serbatahu orang tiga batas,['cerpen']
baca kutip cerpen ikut saksama kemudian kerja soal ikut 1 hidup sedikit senang 2 sekarang panen ikan baru minggu habis hasil selalu banyak 3 dulu pukat harimau panen ikan nikmat kira kira tiga bulan 4 waktu hasil tangkap beli apa apa 5 sekarang kau lihat sendiri 6 makin melarat sumber ceritaindonesia angelfire com bukti latar suasana cerpen sebut sedih tunjuk kalimat nomor 1 2 4 6,['cerpen']
baca kutip cerpen ikut saksama kemudian kerja soal ikut 1 hidup sedikit senang 2 sekarang panen ikan baru minggu habis hasil selalu banyak 3 dulu pukat harimau panen ikan nikmat kira kira tiga bulan 4 waktu hasil tangkap beli apa apa 5 sekarang kau lihat sendiri 6 makin melarat sumber ceritaindonesia angelfire com sudut pandang arang kutip cerpen sebut orang pertama laku utama orang pertama laku samping orang tiga serba tahu orang tiga batas,['cerpen']
baca kutip cerpen ikut saksama kemudian kerja soal soal ikut 1 surat nano 2 entah biasa begini 3 sakit mulai lupa istri duga 4 kemarin si jarno pulang kuta tahu mana nano sekarang 5 diam ketidakpastian 6 pagi mulai terang 7 semburat merah mulai pancar punggung bukit hilir hulu marmo s bukti latar suasana harap harap cemas kutip cerpen sebut dapat kalimat nomor 1 dan 2 3 dan 4 5 dan 6 7 dan 6,['latar_suasana_dalam_cerpen']
baca kutip cerpen ikut saksama kemudian kerja soal soal ikut 1 surat nano 2 entah biasa begini 3 sakit mulai lupa istri duga 4 kemarin si jarno pulang kuta tahu mana nano sekarang 5 diam ketidakpastian 6 pagi mulai terang 7 semburat merah mulai pancar punggung bukit hilir hulu marmo s watak nano disiplin tunjuk nomor 1 2 3 4,['watak_tokoh_dalam_cerpen']
baca kutip cerpen ikut saksama langkah kaki gesa cewek hitam manis hilang senyum hari teman teman sekolah biasa kena ciprat senyum manis kini diri patung tunggu senyum tak berani tagih tak satu tuai senyum siang apa andin tumben senyum mungkin masalah atas semua batin tak rasa cuek meski belum selalu bagi senyum bahkan tahan langkah andin sadar tampak ganggu biar andin lalu olah sadar baik ganggu orang sedang milik soal sangkut sampai sudut pandang dasar kutip cerpen sebut orang pertama laku utama orang pertama laku samping orang tiga bagai amat orang tiga serbatahu,['sudut_pandang_dalam_cerpen']
baca kutip cerpen ikut suatu lumpan rasa simpati muncul tiba tiba buat air mata linang dua belah mata lucy kasihan ibu sayang pikir betapa sering lapar asal anak sangat sayang penuh perhati aku penting diri sendiri demikian kemudian dekat ibu letak kepala pangku ibu amanat kutip cerita sebut orang ibu harus tahan lapar demi anak orang ibu harus selalu peluk anak orang anak harus sayang kepada ibu orang anak harus selalu peluk ibu,['cerpen']
baca kutip cerpen ikut suatu lumpan rasa simpati muncul tiba tiba buat air mata linang dua belah mata lucy kasihan ibu sayang pikir betapa sering lapar asal anak sangat sayang penuh perhati aku penting diri sendiri demikian kemudian dekat ibu letak kepala pangku ibu cara arang gambar watak tokoh ibu kutip cerpen sebut dialog antartokoh cerita arang cerita tokoh lain tindak tokoh,['cerpen']
